id,name,category,rating,url,description
wx43ccf96e8a7dc97e,长沙银行,Mini Program,,,长沙银行+，便捷的金融生活服务触手可及，让快乐＋一点
wx2880589b097f9490,长沙长海医院挂号中心,Mini Program,,,"长沙长海医院官方挂号平台，重点开展精神科、胃肠科、风湿科、甲状腺科、男科、妇
科等疾病的诊疗，致力于为患者提供高质量的医疗服务。"
wx5e80df07c1304f86,长沙雅美医疗美容医院,Mini Program,,,长沙雅美品牌挚友商城
wx83e517b8e5b23bec,长治公交通,Mini Program,,,为广大市民提供公共交通出行信息和IC卡充值、审卡线上服务。
wx74fffc28db3d4121,长治北大医疗潞安医院互联网医院,Mini Program,,,北大医疗潞安医院
wx386b7f5a1a8ede5e,长红财经金融培训学校,Mini Program,,,【长红财经服务端】将竭诚为您提供卓越的学习体验，助您在财富管理道路上稳健前行！
wx5178b5bf436083dd,长航政务,Mini Program,,,掌上长航政务大厅，面向长江航运各参与方提供全方位服务
wxf6863fd1f47e1acd,长量基金,Mini Program,,,长量基金自营小程序
wx5389b824eb954d71,长隆发票助手,Mini Program,,,用于长隆电子发票申请
wx55c473a8d46e4435,闪易充科技,Mini Program,,,为电动车辆提供充电服务
wx55768e6420738d55,闪照相机,Mini Program,,,闪照|爆照生成助手，支持闪照生成、爆照制作、闪照查看，安全防破解，一键撤回一键分享！
wx0094636cb5b671ba,闪电新闻,Mini Program,,,闪电新闻以直播和视频为特色，开设头条、时政、评论等50多个特色栏目，是山东广电面向新媒体平台的旗舰产品。
wx7ac14203c481861f,闪电狗健身,Mini Program,,,闪电狗24小时自助健身房
wx5fbbfd86ec6af66a,闪过英语,Mini Program,,,快速记单词，当然用“闪过”!
wx3379ff725b260178,问东商城,Mini Program,,,预包装食品（不含冷藏冷冻食品）销售。
wx771820531f2d9634,问卷加加丨考试评测调研助手,Mini Program,,,免费制作调查问卷，考试评估等，支持AI海量问卷模板制作，为企业个人学校的填写发布管理、样本搜集统计分析下载服务。问卷加加，用过都说顶呱呱。
wx9edfaf4ccb6fa37b,问卷网丨调查考试测评登记投票,Mini Program,,,问卷网-免费专业的工具平台。支持快速创建问卷调查、学科考试、企业考试、专业测评、趣味测评、报名表单、投票评选、满意度调查。
wx14eee21f00a62505,问止中医,Mini Program,,,问止中医是中医人工智能数字医疗企业，专注中医重症及疑难病。荣获专精特新“小巨人”、高新技术企业、广东知名品牌等荣誉，建设多位国医大师传承工作室。问止AI中医大脑通过三甲医院临床一致性研究和中国中医科学院中医药信息研究所专家评审。
wx0a79baddead1bf21,问界服务,Mini Program,,,赛力斯与AITO官方服务小程序，为广大赛力斯及AITO用户提供随时随地的贴心服务
wx82beb4896b333bc7,闲驴出行,Mini Program,,,超好骑的共享电单车
wx40b520708881dcb2,闻道万巷咖啡,Mini Program,,,用于线上点餐、外卖、会员系统及商城。
wx053f340ad7be98ba,闽侯县交通运输行业协会,Mini Program,,,闽侯县交通运输行业协会
wx525b978beb42fa85,闽南科技学院,Mini Program,,,本小程序是闽南科技学院官方配套线上缴费服务平台，专为在校学生打造，整合学费、住宿费、教材费、各类杂费等缴费业务。
wx4b267500fbcffbef,闽南科技学院阳光跑步,Mini Program,,,闽南科技学院阳光跑步小程序，助你科学运动。
wx80dce17d4ad0314d,闽教小学英语,Mini Program,,,地方版小学英语同步练习题
wx550084f3d3816053,闽滴出行打车,Mini Program,,,一款代驾软件，主要用于酒后叫代驾、婚庆代驾、商务代驾等应用场景
wxd5b784f1c090f064,闽辉购物广场,Mini Program,,,生鲜、食品、百货
wx1c2d3e94de431819,阅读小管家学生端,Mini Program,,,让每一个孩子成为真正的读者，让每一所学校充满书香。
wx1e9b403194959fde,阅读小管家老师端,Mini Program,,,让每一所学校充满书香，让每一个孩子成为真正的读者。
wxfedad69e97f854b3,阅读打卡助手,Mini Program,,,中小学生阅读打卡小程序，有完善的班级管理与数据统计功能，支持图文、语音、视频打卡，可在线语音点评、读书闯关等，助力阅读习惯养成
wxdad02942ec1616d3,阅读打卡管家,Mini Program,,,安全、易用、免费的阅读打卡助手，支持21天阅读打卡、自定义读书打卡、签到打卡、图片打卡、位置打卡、音频、视频统计打卡，数据可一键导出
wx33295837133fa9bf,阅读标尺Plus,Mini Program,,,阅读本质
wx670c8992fbafac88,阅读素养讲书坊,Mini Program,,,致力于学生阅读研究、推广，评价优秀少儿读物，建立中小学生阅读研究基地和阅读教育实验学校，推进书香校园建设。
wx70db63c619d1390f,阅读马拉松READATHON,Mini Program,,,记录阅读，以爱接力
wx46b00b3a9d09d35e,阅读鸭,Mini Program,,,阅读鸭基于“一书两讲”的形式，帮助幼儿教育工作者及家长提升0-6岁儿童的阅读质量。
wx8233457df436a64e,阅读龙分级阅读,Mini Program,,,RD培养2-18岁孩子英文自主阅读能力，从磨耳朵英语启蒙-自然拼读-原版分级-独立阅读，包含牛津树、国家地理、哈利波特等小说和社科类
wx0cd478b4bd11a553,阅达教育,Mini Program,,,“阅达教育”以家长和学生为服务对象，依托湖南省新华书店旗下所有门店，提供小学到高中各阶段的教育学习类教材、图书线上购买。
wx3cfe4ba157e18ebb,阜宁县交通运输有限公司乘车码,Mini Program,,,阜宁县使用该小程序进行乘城码乘车、公交出行等业务应用。
wx49d02438d29f88eb,阜新人民医院妇女儿童医疗中心,Mini Program,,,利用医院现有信息化资源和基础，打通线上线下医疗资源，改善患者就医体验，实现患者自我健康管理，提高医疗服务效率和服务质量。
wx118bfa5cc4796c81,阜阳师范大学校e通,Mini Program,,,用于校园卡充值，消费查询，财务缴费，基本信息查看等
wx0095ccbe2eeccfd1,防空洞舞蹈瑜伽,Mini Program,,,合肥防空洞舞蹈瑜伽
wx78a957dfd3e2c5a4,阳光云直播,Mini Program,,,阳光集团旗下直播电商平台
wx2edc82db506ea334,阳光保险+,Mini Program,,,阳光保险集团官方小程序，为用户提供专业、全面、便捷的保险服务。让人们拥有更多的阳光！
wxc88efffa519c3982,阳光保险官方商城,Mini Program,,,阳光保险官方商城，为您精选高性价比保险产品。
wx6e02c63a37fb43cc,阳光农业相互保险,Mini Program,,,阳光农业相互保险公司小程序
wx2dd647e6aa26e459,阳光出行丨快车出行专车打车软件,Mini Program,,,更便宜的打车软件，阳光出行小程序提供打车、预约车、接送机、接送站等出行服务，新用户领百元打车券礼包！
wx6e3b97d3761f4b27,阳光视频云直播,Mini Program,,,阳光视频云直播直播您的精彩
wx75e67891811b5b24,阳光车生活助手,Mini Program,,,阳光保险集团旗下阳光财险官方小程序，一站式提供保险购买、保单查询下载、办理赔、在线救援等服务。
wx6eaf507ce90f7f3f,阳新交通码,Mini Program,,,扫码，丰富出行生活
wxdfcac55ed8e0e85d,阳森海洋村度假民宿,Mini Program,,,武汉海洋村度假民宿在线订房
wxd4a4e3ef0d8176f7,阳泉市12345政务服务便民热线,Mini Program,,,阳泉市12345政务服务便民热线，为您提供咨询、求助、建议、投诉等政民互动服务，是政府联系群众，听取人民群众意见、批评的途径
wxbb1eb9b9ca2c565e,阳澄湖老船长,Mini Program,,,晓澄食品
wxf14e6afb554bde47,阿一波拍照相机,Mini Program,,,阿一波公司用于前端照片数据采集功能。
wxb412006734aa17c8,阿克苏地区第一人民医院院内导航,Mini Program,,,阿克苏地区第一人民医院院内场景，覆盖全院停车场智慧寻车服务及门诊内科室、药房、无障碍设施等区域的导航指引。
wx761959a43a4b2b07,阿克苏社会心理服务平台,Mini Program,,,公开重大疾病预防控制、健康科普、疾病应急救助、健康扶贫政策落实情况等信息。
wxea93bab38fc144d1,阿凡达潮玩荟家庭娱乐中心,Mini Program,,,🎮 阿凡达潮玩荟--山西本土连锁家庭娱乐中心，主打潮玩、电玩、抓娃娃，设备新、娃娃好抓、性价比高，是亲子遛娃、朋友聚会、学生解压的优选地。门店覆盖太原、榆次、忻州、汾阳、清徐、交城等，交城千禧店、太原全德隆店、忻州泛华店等热门门店人气爆棚。
wx6eacb3db759c7271,阿坝旅游,Mini Program,,,阿坝旅游网，一部手机游阿坝：阿坝州人民政府指定的九寨沟、黄龙、四姑娘山、达古冰川四大景区唯一官方线上售票平台！
wx87c6d6ea09641def,阿尔山柴河旅游景区,Mini Program,,,更多资讯请关注官方网站：www.aesly.com
wxbd51ac63893d3df5,阿曼提-心理服务,Mini Program,,,专注生命成长，助你解锁人生卡点提升生命频率。
wx716ec5f6526fcf8c,阿桂智能科技,Mini Program,,,上海阿桂智能科技有限公司主要经营汽车，电动自行车的充电运维服务。
wxe7489095fca7b220,阿立那饮品,Mini Program,,,阿立那饮品
wx7e5de9231f963e93,阿萝共享出行-雨来,Mini Program,,,阿萝共享出行是一款无桩共享智能单车租赁软件。为用户带来便捷的出行方式，轻松扫码即可助力10公里内的出行生活，非常方便实用。
wx4265593ba1f0f101,阿那亚民宿官方预订平台,Mini Program,,,阿那亚民宿官方预订平台
wx2b8788c319a5f46e,阿郎出行,Mini Program,,,阿郎出行，智慧出行
wxf1a11cce165659c2,阿里健康大药房,Mini Program,,,健康自营线上药房 / 100%正品 / 免费药师服务 / 24小时内发货
wx28bf5a709d9443c2,陀劲符工具2,Mini Program,,,提供在线购买食品、保健品，配送到家等服务，还有海量产品知识内容随时观看。
wxe0fd162e2d482d17,附近电影院订票买票宝宝,Mini Program,,,附近电影院订票买票，附近电影院电影票打折，附近电影院电影票特惠购，电影票购买，电影票优惠券，购买电影票，电影票打折购买！
wx42401ea322eee60c,附近电影院订票买票影团猫,Mini Program,,,附近电影院电影票购买，电影院附近的电影院购买优惠电影票平均立减5~30元🧧最新上映电影院位置，自动对比猫眼电影票淘票票美团就是便宜，电影票购买小程序支持cgv星轶横店大地博纳万达金逸中影南方国际奥斯卡幸福蓝海lMAX上影国际影城等购买入口
wx16f38f8b21d3db0c,附近的工作丨求职找零工找兼职,Mini Program,,,就近求职找工作，快速查看附近的零工岗位
wxeebbccc22e991ec2,附近群导航,Mini Program,,,附近交友扩列，CP
wx8d6496d636a93942,陆军第73集团军医院健康医疗服务,Mini Program,,,提供核酸预约、体检预约、病案复印等服务
wx8be2547ec23bbea7,陆川县政务服务中心,Mini Program,,,陆川县政务服务中心
wx4cf3681f444a2100,陇南公交,Mini Program,,,陇南公交乘车码
wx5e1ea15c8dbdf4d5,陇南市12345政务服务便民热线,Mini Program,,,陇南市12345政务服务便民热线
wx6da672710382b835,陇南电商,Mini Program,,,陇南电商同城配送
wxf672c8662a61dcc5,陇原新华助学服务平台,Mini Program,,,甘肃省新华书店线上征订助学服务平台
wxf516c684ed129424,陈建泽严选汽车城,Mini Program,,,在线展示门店在售车辆，欢迎详询
wx6bd3a06e7f329843,陕职学工综合服务管理平台,Mini Program,,,陕职学工综合服务管理平台
wxd8aa257f596cdad9,陕西12345政务服务便民热线,Mini Program,,,陕西12345政务服务便民热线是全省政务服务总客服，服务便捷，规范高效，主要受理群众和企业的咨询、投诉、求助、建议等政务服务事项。
wxfc4569e286958a49,陕西中医药大学附属医院,Mini Program,,,向患者提供在线医疗服务
wx37413964565b9070,陕西交通职业技术学院,Mini Program,,,欢迎报考陕西交通职业技术学院！
wxf09c9239e651a926,陕西学林教育科技研究院,Mini Program,,,学林智商城是陕西学林教育研究院线上官方运营店铺，主要为陕西省中小学生提供日常练习测评、练考等备考学习资料~~~
wx64afb5da821b6c6f,陕西科技馆-斯派克票务预约,Mini Program,,,场馆票务免费预约。
wx3d5a3989bd8d6146,院购商城,Mini Program,,,一家专业化的医患购物平台！在医院，买东西，找院购！真便宜，真方便！
wx9402f8c93e0efb4e,陪你天气,Mini Program,,,陪你天气，专注出行保障。行程遇雨自动补偿出行费用，让旅程更安心、更无忧。
wxa15eeb5eae8f1ea6,陪我跑步,Mini Program,,,记录每一次奔跑，陪你跑得更远
wx6f1c5ed02b28fe70,陶阳里旅游区,Mini Program,,,景区工作动态、图片、视频发布，景区游览服务。
wxf476b02caed70792,隆泰泰古法泰茶,Mini Program,,,它是漫漫时间长河里，流淌下的悠悠茶香。遵循来自1300年前的煮茶之道，坚守泰式古法，手作慢火萃茶。
wx6923da4b5788c527,随印云办公服务,Mini Program,,,随时打印，想印就印。小程序主要提供文档打印、复印、照片冲印、证件照制作等自助打印服务。
wx29958043c4aad318,随心配菜谱,Mini Program,,,用自己的菜谱和冰箱食材，少纠结今天吃什么；还能安排想做、生成购物清单、记录每一顿。
wx6ddcd371cdec0a7e,随意小书,Mini Program,,,热门小说
wxa3fd07e5e870e9a5,随手记丨神象云记账本,Mini Program,,,🔥随手记账，多人记账。随手记全新升级记账小程序。个人记账本/家庭记账本/生意记账本/企业记账本/旅行记账/班费管理/共享记账。
wxc74d25ead7832cad,随时爱智能售货机,Mini Program,,,爱无止境
wx7388414e91b5f3a3,随身考试,Mini Program,,,随时考试是一款专业做题软件，考生通过本小程序可以随时做题。
wxcf8801c4f63ea5c5,雀侠智慧娱乐空间,Mini Program,,,雀侠，致力于打造更受年轻人喜欢的线下娱乐社交空间。业务集台球、棋牌、KTV 于一体，全国门店数量超1000+家，覆盖100+城市，稳居行业TOP，引领娱乐社交空间新潮流！
wx97bdc80610756c5e,雀安生物工具,Mini Program,,,"本小程序是健康知识学习与计划工具，汇集慢病饮食、日常防护、营养养生、家庭健康科普等合规知识内容科普。
支持健康计划打卡学习、控糖计划记录，无社交评论、无医患问诊及诊疗服务，
仅供大众闲暇学习健康常识，培养科学健康生活习惯。"
wx5a922a92d7e458b0,雀小圣娱乐,Mini Program,,,提供雀小圣娱乐在线预约功能，支持线上支付，支持线上控制线下设备，支持卡券购买和余额充值，为您提供良好的雀小圣娱乐环境。
wx853b3ae8d25c1dd3,雀巢健康科学会员中心,Mini Program,,,雀巢健康科学会员中心小程序
wx3fd95130119a2865,雀巢甜品饮品站,Mini Program,,,甜品饮品站
wx57e0e4e07a2f2c53,雀梦空间棋牌--好惬意自助娱乐,Mini Program,,,提供24小时自助棋牌室服务，欢迎预约下单
wx064ecf8f76eb5a96,雀汇赢自助娱乐空间,Mini Program,,,提供在线预约功能，为您提供良好的娱乐环境。
wx23adc189846072c0,雀番番智慧娱乐空间,Mini Program,,,"雀番番智慧共享棋牌,利用物联网+互联网技术，打造全自助24小时共享空间，为用户提供一种全新的娱乐体验与更全面的智能体验！"
wxfe7d04d92fa77a22,雀馆主自助娱乐竞技馆,Mini Program,,,雀馆主，是一家24小时经营的智能共享自助娱乐竞技馆。【轻创业全程陪跑】：投资少、运管轻、回本快、门槛低，24H营业主力时段连续爆满通宵时段快速增长。【0元加盟轻松创业】：欢迎你的加入，开店一站式全程服务，全国加盟热线400-008-9838
wx06f1d19e161c2dbe,雁城公交,Mini Program,,,衡阳公交网上充值、消费查询等业务
wxfb70bd91c8c3b55a,雁塔停车,Mini Program,,,雁塔停车是一款集找停车位，充电桩、线上缴费、无感支付、包月优惠等功能于一体的智慧停车平台。科技改变出行，智慧创造生活!
wxd4ffac262c9600b7,雄巾,Mini Program,,,本小程序拥有海量独家高质内容，为用户提供优质的小说阅读服务。
wx17fc4fadb7520c04,雅思考试官方服务平台,Mini Program,,,由雅思考试主办方英国文化教育协会出品，优化机考口试预定体验。报名成功即可预定口试时间，无需等待，助您轻松规划，安心备考！
wxf636866bab6fd872,雅思阅读解析,Mini Program,,,收录全才是真题库，讲的精才是雅思真解析！《雅思阅读真经5》《剑雅真题8-20》题目及解析。
wx8a928bb8a3945a16,雅燊记账,Mini Program,,,极简本地记账小工具，专注日常开销记录、消费统计、预算管理。数据本地存储，安全私密，无需联网，轻松管理个人收支，简单好用。
wxb6455d115ace1c54,雅生活支付,Mini Program,,,雅生活支付专用
wx355daadf8bdcb54f,集中采集小助手,Mini Program,,,学生采集小帮手
wx7b37c197d7963a71,集散中心票务预订,Mini Program,,,集散中心票务预订小程序，主要应用于游客现场扫码购，为用户提供集散中心产品查看和预订购买。
wx55117df2ec293e7e,集美教育,Mini Program,,,集美教育办公
wx23c8e98b66ffac0e,集英集团智慧运营管理系统,Mini Program,,,通过智慧运营管理系统，可实现勤务调度智能化、人员管理精细化、风险管控实时化，全面提升运营效率、服务质量和安全水平。
wx48d2155ee665ac0d,集采地图,Mini Program,,,药品集采品种检索小工具
wxf1f8e1e515b8e0c2,雍禾毛发健康云医院,Mini Program,,,雍禾毛发健康【原毛管家】隶属于雍禾医疗集团，为患者提供预约挂号、线上问诊、甄选商城、毛发内容科普及患者全生命周期的管理。
wx435e26a5348a7c1f,雕马CRM,Mini Program,,,雕马快租平台客户关系小程序
wx2dbfd3bb93a3ab28,雨虹零售营销,Mini Program,,,雨虹零售营销小程序
wxab3488bdd11de556,雪人电影票,Mini Program,,,电影票优惠买：全国院线所有场次，3-9折，每张电影票优惠3~30。电影票优惠、电影票超低价购买！
wx73caa955a5f4f9a4,雪山火车,Mini Program,,,丽江雪山观光火车线路全长20.7公里，起点站为游客中心站（玉龙雪山新游客中心），终点站为玉龙雪山站，沿线中间站点暂不开放。
wxf820ecb35097da92,雪梨学习圈,Mini Program,,,雪梨老师学员专属，帮助千万普通家庭学好英语~
wx11e7a5ccb7dc67d2,雪狐狸护士护师考试,Mini Program,,,"雪狐狸学护理,护士资格证考试,初级护师资格考试,主管护师资格考试,护理考研,护士,初级,主管,护资考试"
wx8f98d076d3459dd6,雪球丨基金股票交流交易平台,Mini Program,,,聪明的投资者都在这里
wxcd9155cc36dbf4cf,雪绒花母婴会所,Mini Program,,,雪绒花母婴会所，专注母婴服务。
wx73f60c50be5a2db2,雪融视频,Mini Program,,,随时随地观看视频
wx65f3122674a79e53,雪鹭课程表,Mini Program,,,社团选课、延时班选课、选科、课程表、考勤、学校公告、学业成绩、德育考核学生随时查看，以及评教评学等。
wxdf954b0e654beccf,雲自17 台灣民宿,Mini Program,,,雲自17 台灣主营民宿特產
wx6e453e750c275502,零碳新能源科技,Mini Program,,,新能源零碳
wx30f4669baf08055f,零食相机,Mini Program,,,用于销售门店陈列管理
wx3a7ca9aa437d85cf,雷克斯体育,Mini Program,,,雷克斯创立于1999年，属浙江胜派体育用品有限公司旗下。专注运动健身及校园达标体育用品的设计生产，产品深受国内外市场的好评。
wx84e3d32e3ab779a3,雷霆AI电商,Mini Program,,,渲然集团
wxcd91736c5fc0d070,雷霆工具箱,Mini Program,,,雷霆战机集结兑换码攻略全套 ✅ 雷霆战机游戏唯一完整数据查询助手 👑 雷霆战机 活动日历 🔥 雷霆战机搭配攻略 💎 雷霆战机计算器工具 💥 图鉴信息 💯 雷霆战机集结 独家爆料 l 能让你少走弯路不踩坑~
wxc2543141ee91383e,霍娜英语,Mini Program,,,跟着娜娜老师学英语
wx6a7f63e8d9d31741,霍尔果斯经济开发区口岸管理局,Mini Program,,,霍尔果斯经济开发区口岸管理局成立于2013年，下设4个科室，职能范围是优化口岸通关服务，全力保障贸易通关顺畅。
wxace0eee91d47d27e,霍林郭勒市数字政务门牌,Mini Program,,,数字化政务门牌是解决群众“不会办、找不到、问不清”的办事指引类应用，为群众提供事前引导服务，网办指引等多种服务需求。
wxa257597bd3a08f5f,霍货有名电商,Mini Program,,,"霍货有名是集霍山农特产品、特色美食、民宿、旅游景点、家政服务等于一体的综合型服务平台，优品助农,新鲜到家，助力乡村振兴。"
wx0a9f159eddb2c5f8,霖久智服 智慧停车便捷充电,Mini Program,,,便捷充电，一键停车缴费！
wxafec6f8422cb357b,霸王茶姬,Mini Program,,,霸王茶姬自云南茶马古道出发，以东方茶，会世界友，以一杯现代东方茶，连接你我每一天，和天下茶友CHAGEE TOGETHER!
wxdc1a0f5e5931ed07,霸霸饿了外卖霸王餐,Mini Program,,,霸霸饿了--全国外卖返钱平台，线下探店平台。
wxcb5c725248f859d6,青云教育服务中心,Mini Program,,,供青云学员，员工日常使用，在线浏览课表、签到、成绩等功能
wxcdcbec6bf40d053a,青云诀之伏魔,Mini Program,,,西行纪IP正版联动，重走热血还经路！
wxd5d18c78a939e921,青城赤兔出行,Mini Program,,,呼和浩特市青城赤兔全新平台
wxa49955f941ffbc32,青少年人工智能编程,Mini Program,,,第五届青少年人工智能创新挑战赛 --人工智能综合创新邀请赛
wx25cd56fd7f72ddfd,青少年心理健康服务平台,Mini Program,,,河南省青少年心理健康服务平台
wx045a3838948e1c88,青少年心理成长服务,Mini Program,,,平台针对校园青少年心理问题和管理，为学校和教育单位提供心理监测、评估、分析、跟踪服务，促进青少年身心健康成长。
wx26bb2b143b951a06,青岛全民阅读学习平台,Mini Program,,,全民阅读服务平台，提供全民爱读书、读好书、善读书的优质服务
wx5d1c72c95c55092d,青岛军康心理医院医疗废弃物转运,Mini Program,,,青岛市市北区19张床位以下医疗机构医疗废弃物运输转运
wx368808369cf4da10,青岛医保移动支付,Mini Program,,,提供青岛市医保移动支付服务
wxeeaae93e336125ca,青岛地铁安保服务e监管平台,Mini Program,,,“青岛地铁安保服务e监管平台”是青岛市公安地铁分局依法监管地铁运营区域保安服务的重要平台。
wx0fcdf2bf0cfdd23b,青岛崂山旅游服务平台,Mini Program,,,线上崂山实现旅游咨询服务、文旅资源宣传展示，一键预约景区、美食、住宿、购物等，引导游客文明旅游、安全出游、绿色消费。
wx1f13f69de2601c29,青岛市北银康白癜风医院官方挂号,Mini Program,,,这里是【青岛银康白癜风医院】官方挂号小程序，24小时提供预约挂号服务，帮助白癜风患者便捷就医。
wxc34ce456ae9199df,青岛市妇女儿童医院,Mini Program,,,青岛市妇女儿童医院官方小程序
wx00bedc56ad8fd0f6,青岛招聘网,Mini Program,,,"青岛招聘网(www.qdzpw.com)青岛人才网,招聘市南、市北、崂山、李沧、黄岛、城阳、即墨、胶州、平度、莱西、求职找工作参加招聘会快人一步！"
wx586d64feaace754a,青岛新闻物业管理有限公司,Mini Program,,,青报实业公司员工年终考核小程序简介：员工年度考核线上化，规范评分标准，精确考核数据统计，提高员工的年度综合评估的科学性。
wx55d485a558ad7d32,青岛西海岸电影城,Mini Program,,,会员及非会员可使用本程序购买青岛西海岸电影城旗下门店影票或充值。其他问题可咨询4006-523-630
wxb125d2a62ec26fc5,青岛银康医院白癜风预约挂号,Mini Program,,,青岛银康白癜风医院-青岛银康医院-青岛市北银康白癜风医院官方预约挂号平台小程序，提供医生排班，医生介绍，预约挂号服务
wxdc0587e386f9b0dc,青桐智盒金融赋强公证,Mini Program,,,用于当事人在线办理赋予债权文书强制执行公证
wx43af6c01b5691d2f,青橙健身Fit,Mini Program,,,青橙健身——由三体云动提供软件技术支持。
wx339cc76daa75f2be,青沐智住 新概念民宿,Mini Program,,,民宿管理
wxe20409c4318b316f,青海企业登记全程电子化电子签名,Mini Program,,,青海省企业登记全程电子化电子签章
wxe79665eff909c145,青海区域医疗中心,Mini Program,,,青海区域医疗中心为医疗、教学、科研为一体辐射青藏高原，重点发展高原医学、急诊医学、心血管和神经专业 的国家级区域医疗平台
wx7c8f3d089f9ac000,青海瑞智联体育运动,Mini Program,,,棋牌室服务、健身休闲活动、餐饮管理
wxffb243467db9a212,青海省交通医院,Mini Program,,,青海省交通医院是位于青海省西宁市城西区交通巷5号的三级甲等综合性医院，始建于1960年。
wx56a27656735096af,青海省妇女儿童医院,Mini Program,,,青海省妇女儿童医院是青海省唯一的一所集医疗、急救、预防、康复、保健、教学、科研为一体的“三级甲等”妇女儿童专科医院。
wxa41a5c2d5c651286,青眸阅读,Mini Program,,,热门网络小说，任你挑选阅读~
wx20fbc1d04559f6f6,青程出行,Mini Program,,,一款面向校园用户群体的智慧校园产品，为学生提供校园巴士服务，预定交通出行工具。
wx08cf3b334b5658e0,青空瑜伽,Mini Program,,,线上预约
wxddd48671f9f40227,青藤外卖,Mini Program,,,提供堂食外卖
wx0afd62953988a2bc,青蛙健身服务平台,Mini Program,,,青蛙星球健身馆
wx6d58db09d4ea80de,青软优加人工智能通识课方案定制,Mini Program,,,服务产品化，过程可视化。方案定制简单、快速、透明，全程可追踪，每一步价值清晰，享受真正定制体验。
wx6a0dd3645faf40f7,青阳法律,Mini Program,,,青阳法律服务
wxddc5a8abcb49d782,青雀小说,Mini Program,,,精彩小说，好看不停！
wx25c59fff15f02354,青青天气,Mini Program,,,权威40天天气预报，日历天气，24小时实时天气，未来6小时降水预报，生活服务查询，气压风向，日出日落等全国气象服务!关心天气更关心你
wxbd77a301567914e8,青风阅读,Mini Program,,,看小说，尽在青风阅读！
wx2f004ebef6c55b97,青龙舫民宿,Mini Program,,,龙管家，提供在线选房预订、实时房态查看、还可浏览民宿风光与周边攻略，江景房古风套房随心选，让阳山之旅宾至如归。
wx0514a79426bbda27,靖边县政府政务动态,Mini Program,,,报送本单位主要负责人当天工作动态，接受各级各部门的督导检查或验收工作，主持召开或者参加重要会议，听取研究重点领域工作。
wx60d025d9c9c50799,静宁县人民医院全支付管理系统,Mini Program,,,医院内部对公、对私报销系统
wxf13e936c55e072fd,静安区房屋管理小程序,Mini Program,,,静安区房屋管理小程序
wx3626a3d41e43a4e2,静安医保政务通知,Mini Program,,,此程序由“上海同威数码科技有限公司”为“上海市静安区医疗保障局”提供运维服务，“上海市静安区医疗保障局”是有限期的使用单位。
wx267f990e76df4d27,静康餐饮,Mini Program,,,点餐小程序
wx9fb2b19202fa5717,静态交通莲城充电,Mini Program,,,莲城充电
wx9650fe4decbc2fcd,静瑜伽普拉提会馆,Mini Program,,,在线约课，在线售卡
wxfd1d362104bec183,静穆瑜伽普拉提馆,Mini Program,,,静穆瑜伽普拉提馆
wxc3d427880ed12f83,非球科技管理端,Mini Program,,,非球科技作为新生代数字全域平台的赋能者，为客户提供“硬件＋软件＋数据＋服务”多位一体的高质量解决方案
wxc0e28d32dbba58c4,韩优直购跨境电商,Mini Program,,,欢迎光临
wx69e6f7485f406f4a,韩国korail火车票,Mini Program,,,韩国korail火车票预订小程序
wxf45974ad59afef1f,韩国地铁,Mini Program,,,韩国首尔地铁
wxf21a18e787d5bad2,音乐兽,Mini Program,,,提供在线预约功能，为您提供良好的娱乐环境。
wx86ca35c2d098b2db,音乐剪辑器丨音频裁剪,Mini Program,,,声音裁剪，音频剪辑，音频剪切，音频编辑，音频截取，音频制作，音频修改，音频修剪，配乐剪取，音频处理，歌曲剪取，mp3裁剪工具
wxdfdb245992ff8c56,音乐剪辑大师,Mini Program,,,一款功能强大、操作简单的音频剪辑软件，目前支持的功能有：1、音频剪切2、音频拼接合成3、视频转音频4、伴奏人声分离
wx55d0a0795bc1b851,音乐年糕圈,Mini Program,,,小年糕｜大世界：海量音乐精选内容，点击查看！
wx25490d2ddce9d3be,音乐弹球,Mini Program,,,休闲模式，踩着音乐节奏，轻松愉快的往前走，同时球会越滚越大，一首歌曲会有不同档位的加速，后面越来越快，超级好玩。挑战模式，分成5个难度等级，最后一个难度，地狱级。
wx8621f03cdb9d3cbb,音乐歌曲下载吧,Mini Program,,,绝对免费听|完全免费下载|音乐下载|VIP音乐免费|免费音乐|海量歌曲|歌词搜索|下载音乐|免费下载音乐|音乐下载全免费|歌曲下载
wxf377adb697ff44bf,音乐派KTV连锁,Mini Program,,,音乐派KTV线上预定
wxd9c11e19689aa4d5,音乐猜歌名,Mini Program,,,一款音乐猜歌名游戏软件，也包含了猜菜名，猜电视剧名，猜电影名等文字玩法。
wx522fcb53f49c8186,音乐球球跑酷,Mini Program,,,音乐球球跑酷是一款滚球小游戏，掌握节奏，尽可能多地滚球，获得更高的分数，不断打破你的记录。
wx83486e03ff3911ff,音乐球球跳跃,Mini Program,,,
wx49c4d6ddb148f038,音乐相册制作生成器,Mini Program,,,🌹🌹超好玩的3D音乐相册❤️3D照片影集❤️祝福贺卡都可在这里制作❤️永久免费❤️放心使用！🌹🌹
wxb878ab2014e66271,音乐节奏剑圣,Mini Program,,,钢琴块、音悦刀剑、音乐解压就玩音乐节奏剑圣游戏，下落式音符劈砍玩法，提供流行歌曲、流行乐曲跟着乐曲节拍练习音乐节奏，是通勤空闲时打发时间解压方式的音乐小游戏。
